XXX,Sample,FD10,FD11,FD12,FD13,FD14,FD15,FD16,FD17,FD18,FD31,FD32,FD33,FD34,FD35,FD36,FD43,FD44,FD45,FD46,FD47,FD48,FD7,FD8,FD9,Totalpersamp,totalfeatures,relabund,reabund*100,size
,d564a3f8e76f94f7a767be2d841b1aa1,166,327,0,52,267,214,200,121,136,180,0,333,172,203,128,155,196,224,268,21,192,378,337,314,4584,1135022,0.004038688,0.403868824,4.40
,d5d860147932bb862b02645d63ca1dc5,12,0,11,0,0,0,22,0,0,0,0,0,0,0,0,103,24,109,30,7,20,0,17,0,355,1135022,0.000312769,0.031276927,4.03
,d67c365dce47104f34fc44ca059d411e,96,53,30,35,67,46,78,70,48,112,0,33,82,37,82,59,71,66,58,0,113,77,113,55,1481,1135022,0.001304821,0.130482052,4.13
,d67d613c36869bde2d8e70b369b0c2a4,49,71,0,0,0,0,45,0,35,0,0,53,0,0,0,0,0,32,27,0,28,46,18,61,465,1135022,0.000409684,0.040968369,4.04
,d70e0dfbdc5b9f2791cb4a7d54605fc0,0,38,57,0,27,65,67,20,59,0,31,0,30,49,33,43,0,38,34,0,76,37,41,32,777,1135022,0.000684568,0.068456823,4.07
,d770d6b96d7ceb1facfdd0883bea6ee2,17,18,0,0,22,48,37,0,22,0,0,14,20,0,0,33,26,0,0,24,20,0,0,0,301,1135022,0.000265193,0.02651931,4.03
,d7abbdf4303cc5e5221d18d8a6bed3c7,665,517,535,136,916,589,781,471,458,686,135,437,856,415,257,298,509,510,705,472,646,626,679,980,13279,1135022,0.011699333,1.16993327,5.17
,d7afea49f4db0874e17c76039e523806,39,54,0,34,46,0,18,21,22,0,0,0,39,35,0,0,0,0,0,0,0,74,100,71,553,1135022,0.000487215,0.048721523,4.05
,d818a65e830b1281025ea48dc96e89c9,88,0,0,36,81,46,70,89,30,51,0,0,112,54,99,49,62,50,110,78,0,165,127,199,1596,1135022,0.00140614,0.140614015,4.14
,d81ece3aedf859fc4827ba491df989f4,20,56,34,0,135,125,137,58,71,96,0,0,0,0,38,38,0,49,67,0,0,0,0,0,924,1135022,0.000814081,0.081408114,4.08
,d823ed19654f78ebefe938a223f132bc,22,22,17,0,50,59,37,48,84,0,0,17,23,0,70,55,23,31,0,98,53,0,27,0,736,1135022,0.000648446,0.064844558,4.06
,d829bee4984f82ffc2453212157caf96,2171,3060,1655,750,2719,2306,3450,3670,2763,2350,429,1348,2981,1942,3107,797,3539,2618,2902,2461,2823,2524,3618,2740,58723,1135022,0.051737323,5.173732315,9.17
,d85fa5f4ab28e6b9870462a4bd61a712,0,32,16,0,0,64,45,0,24,0,0,33,22,28,29,18,0,8,23,15,0,7,0,0,364,1135022,0.000320699,0.032069863,4.03
,d8a190cda3f0e71443c891d10790cdf2,18,57,8,0,20,0,6,4,0,15,0,19,33,21,0,0,0,4,5,12,0,0,0,12,234,1135022,0.000206163,0.02061634,4.02
,d8b66f2293acd8eb868b3c5627745ef9,0,15,0,0,18,72,42,0,24,0,0,39,49,24,57,0,32,17,34,14,18,40,34,33,562,1135022,0.000495145,0.049514459,4.05
,d8bdbb4d88ad5b3fe2106357539a53db,339,266,95,218,246,26,122,54,73,313,34,83,357,157,237,35,140,174,231,49,246,566,524,952,5537,1135022,0.00487832,0.487831954,4.49
,d8ca6f3a115e76bbec9b5ea36f9c288a,13,0,58,0,0,23,0,48,49,0,0,0,0,0,7,10,20,0,22,0,24,0,0,0,274,1135022,0.000241405,0.024140501,4.02
,d985d535524c0b7e81cedff933136408,21,89,100,13,73,152,123,41,32,16,37,80,75,35,49,50,46,18,0,0,50,39,20,0,1159,1135022,0.001021126,0.102112558,4.10
,d9cd0af578a3fa9523c3fa8fec47c3ad,46,60,0,0,39,10,31,0,79,23,0,81,59,50,0,0,9,0,0,0,45,61,55,49,697,1135022,0.000614085,0.061408501,4.06
,da0122b16b42a79be903ee2d9f1e6003,0,0,105,0,45,87,75,32,44,22,20,57,40,15,26,14,0,0,15,32,27,35,11,13,715,1135022,0.000629944,0.062994374,4.06
,da6cbba85532325ae6988febd6e0a26d,0,0,5,0,11,40,31,11,8,0,0,0,0,0,26,20,0,17,0,0,8,0,8,18,203,1135022,0.000178851,0.017885116,4.02
,da88d8677a4ba67fb2406c91ed1fc1aa,0,68,94,0,39,36,0,154,193,18,0,172,75,117,50,16,0,6,0,196,0,0,31,0,1265,1135022,0.001114516,0.111451584,4.11
,da970e482dfe05782437a7463b5c71b7,151,0,0,153,142,100,81,36,58,84,29,110,95,44,29,0,0,36,0,76,0,0,117,267,1608,1135022,0.001416713,0.141671263,4.14
,daa1104ebf9cf338cec85f6de68805f0,161,143,114,0,77,102,63,0,200,86,27,120,57,84,0,0,186,49,124,0,79,85,64,49,1870,1135022,0.001647545,0.164754516,4.16
,dab1160ee7a4ecf9945086ff09f99528,39,0,0,0,75,136,59,186,96,0,0,0,19,0,0,124,145,0,69,58,38,0,0,0,1044,1135022,0.000919806,0.091980596,4.09
,db0b3237ea87eb0333ac4df1c5e98c83,37,61,0,0,81,42,34,0,25,0,0,48,31,24,0,0,0,18,29,22,20,58,34,72,636,1135022,0.000560342,0.056034156,4.06
,dbda19f675784c831b58035c7642532e,0,0,0,47,0,0,80,0,0,52,0,126,0,0,0,181,159,187,117,0,106,61,49,88,1253,1135022,0.001103943,0.110394336,4.11
,dbe3bf334f419c03ca252af75b90db2c,0,11,15,0,9,0,21,19,135,0,0,0,0,0,19,23,9,4,17,0,0,0,15,8,305,1135022,0.000268717,0.026871726,4.03
,dd3d36fd596e048a228a8837fc847f49,156,269,171,49,123,93,174,233,174,206,62,268,423,351,159,157,360,186,115,103,139,408,343,406,5128,1135022,0.004517974,0.45179741,4.45
,de6087b1c7794a22e4a42167dca67b3b,30,30,11,10,8,0,17,14,0,76,12,12,58,12,10,19,0,0,0,5,0,43,49,27,443,1135022,0.000390301,0.03903008,4.04
,de6e1899ed8f2b53e49f838b5218ddcc,0,25,33,0,45,75,54,140,40,22,31,42,14,21,72,0,287,39,73,129,73,0,0,0,1215,1135022,0.001070464,0.107046383,4.11
,dfb29ec040a43ef8358181cec3ef0581,45,44,85,0,57,135,113,104,161,0,0,0,31,39,16,106,85,31,87,139,84,0,59,0,1421,1135022,0.001251958,0.125195811,4.13
,dfc9562d868332327b6ed197e9847f12,5,26,12,4,0,12,10,18,61,0,0,0,0,0,0,29,0,14,9,38,5,0,0,0,243,1135022,0.000214093,0.021409277,4.02
,e007841bb000bd7f1c0884eebf2da7e8,32,45,0,0,59,56,0,59,20,42,0,39,44,44,41,0,0,44,0,0,35,0,0,0,560,1135022,0.000493383,0.049338251,4.05
,e066e75e444f1e0434c62c2714e2ed24,60,208,233,33,351,464,484,826,405,170,113,245,290,114,163,580,459,247,352,335,368,119,137,108,6864,1135022,0.00604746,0.604745987,4.60
,e0970a202a09d65f8ae6a264f7979962,15,0,0,12,0,12,0,0,0,0,0,7,15,3,8,0,0,0,0,0,0,13,11,14,110,1135022,9.69144E-05,0.009691442,4.01
,e0ad8dba7fc5782cd9c71b8f52d5cd72,52,239,0,30,38,0,92,43,16,30,0,91,37,82,31,249,33,226,184,12,130,280,46,335,2276,1135022,0.002005247,0.200524748,4.20
,e0b415a48430a58a81375b935360ff91,50,125,63,20,45,60,39,0,53,77,56,77,51,55,45,36,55,47,29,0,0,89,170,107,1349,1135022,0.001188523,0.118852322,4.12
,e16d86b7fe770de88e7e8fd0fb6c8b5a,0,0,22,0,0,63,42,136,40,0,0,0,28,19,38,38,70,0,0,33,0,0,38,0,567,1135022,0.00049955,0.049954979,4.05
,e19d2ae3bb9663795ab3089680a3f9cc,592,837,408,231,478,472,517,383,568,265,214,617,332,552,485,317,382,631,512,593,395,766,879,958,12384,1135022,0.010910802,1.091080173,5.09
,e1a8cf35b1f52422e75b3ca6ea77c567,137,145,121,77,214,136,179,106,84,56,17,122,128,118,203,0,46,83,41,41,96,525,286,345,3306,1135022,0.002912719,0.291271887,4.29
,e1afda7647b678ef6678d4b1afe50c90,25,0,0,0,72,67,36,32,78,32,0,76,43,40,58,26,0,0,0,44,34,0,0,20,683,1135022,0.00060175,0.060175045,4.06
,e22aff5e874e465ec4f8d9568f485a81,16,0,17,0,17,29,0,0,0,0,0,13,19,20,15,16,0,5,19,0,16,0,16,0,218,1135022,0.000192067,0.019206676,4.02
,e2ff60daa01b00c781440ec036618848,0,0,20,0,25,17,0,0,22,9,0,0,33,15,16,0,7,0,8,20,0,0,0,0,192,1135022,0.00016916,0.016915972,4.02
,e30f1976c624474a5983076439bf1b80,0,0,28,0,0,25,0,22,23,0,0,0,0,0,27,22,20,0,23,0,33,0,0,27,250,1135022,0.00022026,0.022026005,4.02
,e320b05ff82a7b05b32a473ee84802c5,36,133,57,24,84,77,137,47,0,47,0,56,72,119,74,0,0,0,44,0,41,111,68,87,1314,1135022,0.001157687,0.115768681,4.12
,e4d9699729e0e056a0c772efc6dd6005,11,32,74,0,0,17,27,25,6,0,0,15,0,40,16,0,15,0,0,0,0,0,27,23,328,1135022,0.000288981,0.028898118,4.03
,e4ee05bbf4ea42bb7404e560a5998628,281,253,86,41,214,186,134,62,93,343,103,150,204,150,246,39,325,252,267,275,418,246,555,108,5031,1135022,0.004432513,0.44325132,4.44
,e4f3d014197dbe0b51d919dd79d6a401,0,19,17,6,23,0,0,13,21,11,0,22,18,18,26,16,17,14,0,15,10,4,17,11,298,1135022,0.00026255,0.026254998,4.03
,e64a92be1228395994cdd4766e069c61,0,44,24,0,35,35,101,28,17,0,0,0,30,0,30,28,0,0,32,25,31,0,0,22,482,1135022,0.000424661,0.042466137,4.04
,e6bfaadfe29b6c21c4fd51dfabd21d97,14,35,22,0,34,53,35,33,31,14,19,16,0,0,40,57,74,22,58,52,47,0,0,0,656,1135022,0.000577962,0.057796237,4.06
,e6c5859ce155e9ccb36c66453abaef3a,18,12,0,11,15,5,0,12,22,8,0,0,0,0,10,0,0,0,0,8,0,0,37,0,158,1135022,0.000139204,0.013920435,4.01
,e75853001f23d7b6c62c7db79e7e6819,0,0,28,0,36,0,15,0,9,0,0,16,16,18,13,8,0,0,0,0,21,0,0,0,180,1135022,0.000158587,0.015858723,4.02
,e815840fdd9a6038d67c6878dbb3af8e,134,196,157,65,233,89,232,134,110,51,46,115,169,100,92,117,199,310,287,139,366,115,174,204,3834,1135022,0.003377908,0.337790809,4.34
,e83fcf3e1b3e01d39c844deaea7a68b6,18,12,0,0,0,20,62,15,0,0,0,0,0,0,0,26,0,51,0,25,13,0,45,0,287,1135022,0.000252859,0.025285853,4.03
,e85bf5e4b095690c5c32e3b4ff2630c9,28,18,0,0,47,52,34,0,15,0,0,0,0,0,0,40,28,28,30,0,0,0,52,63,435,1135022,0.000383252,0.038325248,4.04
,e8d295f8e73c2180395d9ef011693a31,0,92,34,28,0,32,65,0,80,77,0,0,81,0,46,44,38,60,49,57,29,51,66,24,953,1135022,0.000839631,0.08396313,4.08
,e934de394d66c2b06ec85ba363b1f37a,67,71,24,0,57,27,71,0,98,0,0,0,10,41,57,23,46,60,0,42,54,69,18,42,877,1135022,0.000772672,0.077267225,4.08
,e9b2e722f3407d73e6e0e1a8c2ea14d7,44,236,206,74,392,219,343,185,296,181,31,317,270,232,181,19,109,94,174,101,69,380,232,497,4882,1135022,0.004301238,0.430123821,4.43
,ea0830e008a25d18eb78c25d5c5a1677,40,0,0,0,69,0,52,95,170,0,29,60,0,32,0,58,31,57,0,0,37,0,0,0,730,1135022,0.000643159,0.064315934,4.06
,ea1a23d1df885298f244796abc1d1805,250,176,131,15,144,151,77,182,127,142,20,93,205,127,153,45,110,28,31,82,109,28,100,40,2566,1135022,0.002260749,0.226074913,4.23
,ea5f95ad27cb6ef3e4b270f4e10bcd40,89,179,0,0,196,43,114,51,183,111,53,118,196,165,166,0,94,102,36,90,133,44,21,89,2273,1135022,0.002002604,0.200260435,4.20
,ec08af952b506ed3b32fd412bd8633c4,13,39,50,0,23,38,64,0,17,14,0,26,44,160,33,27,32,18,24,13,25,14,22,16,712,1135022,0.000627301,0.062730062,4.06
,ecbbf2c79865e5f985eaf44f8efa2f44,0,52,27,15,31,39,65,20,25,0,16,0,24,37,60,37,22,31,20,25,44,46,49,59,744,1135022,0.000655494,0.06554939,4.07
,ed4897364210960229ae8b3074c5a6ed,0,0,0,0,54,38,13,62,42,14,0,0,0,0,0,19,74,10,54,0,0,7,19,0,406,1135022,0.000357702,0.035770232,4.04
,edf6976e7979d102972a1279f743ec9d,43,36,0,0,103,0,0,0,0,0,0,18,40,0,0,0,0,9,18,23,50,0,74,53,467,1135022,0.000411446,0.041144577,4.04
,ee93b8e1b6dca887e9a6e38cc5873ce8,0,0,0,0,0,71,63,108,48,0,15,31,0,0,0,0,46,21,11,39,0,0,0,0,453,1135022,0.000399111,0.039911121,4.04
,ee978c7052d97f666b9cb6aee34ed202,16,0,70,0,0,32,29,88,25,0,0,0,0,0,0,0,38,28,0,92,0,0,39,0,457,1135022,0.000402635,0.040263537,4.04
,eef3faaa4703410cdb54b5b8ab6d8004,101,112,38,0,95,0,0,0,0,73,23,51,127,33,36,0,69,91,157,47,51,104,23,89,1320,1135022,0.001162973,0.116297305,4.12
,ef8f72781dc49e5fb82b65f7c666be67,0,29,0,0,61,58,68,47,46,13,0,0,21,0,0,132,92,52,50,80,89,0,0,0,838,1135022,0.000738312,0.073831168,4.07
,efa6362be1f2eadf260d613d27866698,0,0,0,0,0,64,45,0,0,0,0,138,21,43,0,22,0,0,0,0,28,21,35,18,435,1135022,0.000383252,0.038325248,4.04
,f073df90e41bdd0c9674d8de667f5f32,23,0,31,0,29,31,0,59,25,0,0,0,0,0,0,21,84,23,0,0,24,0,0,0,350,1135022,0.000308364,0.030836407,4.03
,f1554c22d6d84c3d277f11d7a173399a,601,807,553,146,863,766,953,633,612,833,326,931,1414,674,732,707,685,598,728,820,740,476,704,737,17039,1135022,0.015012044,1.501204382,5.50
,f16b2a5133f50b691b2f8010e4aa15d9,44,101,80,0,157,110,67,77,38,65,0,100,71,107,61,53,59,43,101,60,74,0,50,50,1568,1135022,0.001381471,0.138147102,4.14
,f1de58e896111f37a5547e55c818bd8d,15,0,0,53,0,0,38,0,0,20,0,0,11,0,0,0,0,14,25,0,16,30,30,35,287,1135022,0.000252859,0.025285853,4.03
,f1f62fe97b660b307a957c182e19cfde,3,14,0,0,0,12,0,0,0,9,0,0,15,13,15,0,0,0,0,0,0,18,22,4,125,1135022,0.00011013,0.011013002,4.01
,f208d3259f9e1aae51abaf05467e398b,97,83,51,0,50,130,0,0,61,41,47,49,101,31,72,0,33,51,80,43,33,0,0,25,1078,1135022,0.000949761,0.094976133,4.09
,f226090f54fbf7333963676e13538dfb,0,8,22,0,0,22,13,0,26,19,0,0,12,16,16,16,15,0,14,33,15,0,0,0,247,1135022,0.000217617,0.021761693,4.02
,f27e87e66cc341bb2dbf1a166ffb9ef8,79,83,87,21,65,146,128,161,125,79,0,49,97,0,73,82,189,134,65,74,128,115,164,101,2245,1135022,0.001977935,0.197793523,4.20
,f3ab46eb643f9fd49253881533af6c9c,59,64,68,0,100,77,46,129,46,22,0,41,48,0,0,144,109,54,109,91,74,53,70,62,1466,1135022,0.001291605,0.129160492,4.13
,f3c7962f5072986528a3f2161cbc4a11,0,11,0,0,32,30,0,20,0,0,0,0,15,15,0,9,0,0,0,3,0,0,16,11,162,1135022,0.000142729,0.014272851,4.01
,f45b4cdf75020fdf298fe38e86bf0592,13,0,19,0,13,0,22,0,10,23,0,0,34,40,0,0,0,0,0,6,0,0,0,13,193,1135022,0.000170041,0.017004076,4.02
,f510cc956aac7fc68f791d123f5151c8,28,45,67,0,0,54,134,0,0,0,41,131,56,90,18,43,0,37,52,39,72,0,0,0,907,1135022,0.000799103,0.079910345,4.08
,f53053652ab9cde93381490e4c3513c4,0,37,21,14,13,24,0,118,51,0,10,56,25,0,0,0,30,0,0,43,15,0,0,11,468,1135022,0.000412327,0.041232681,4.04
,f53437c681b0307b3380252a308a8973,3,17,18,0,0,0,16,0,0,19,8,28,0,32,13,0,5,0,0,0,0,0,19,0,178,1135022,0.000156825,0.015682515,4.02
,f57b142c70813523e8a0bcd5e016479a,96,212,256,35,363,330,270,398,465,117,97,248,231,122,106,605,559,425,495,787,449,57,64,128,6915,1135022,0.006092393,0.609239292,4.61
,f6738b97269e89bede428b189e91da4f,110,139,61,55,94,97,140,111,95,155,29,183,184,218,120,69,62,74,91,0,70,158,189,137,2641,1135022,0.002326827,0.232682715,4.23
,f6da163672ad774ddc3ca4bc4dc96245,13,0,32,0,0,57,15,118,41,0,0,0,3,0,15,68,72,20,43,76,37,0,7,0,617,1135022,0.000543602,0.05436018,4.05
,f70353692f65154433c11996f20b22c2,32,34,22,0,25,32,17,38,35,10,0,32,20,25,0,0,0,22,14,21,0,22,17,42,460,1135022,0.000405278,0.040527849,4.04
,f724e6bc614876601b7b5100dda4f431,45,56,0,0,49,0,0,0,30,0,0,30,0,0,162,0,50,0,35,0,135,31,0,26,649,1135022,0.000571795,0.057179508,4.06
,f7fcf7b07c4a987e18711a95a263d4be,0,0,59,0,35,42,47,39,23,0,0,33,27,0,27,70,47,66,58,47,0,0,24,0,644,1135022,0.00056739,0.056738988,4.06
,f822307e75f5ecf56a32bb978cfa0556,28,0,30,29,13,0,0,25,47,44,0,0,84,0,31,23,33,36,42,27,54,73,79,71,769,1135022,0.00067752,0.067751991,4.07
,f86b50b5a5a3dfc3956b2138a93c229d,11,9,25,0,22,0,0,33,13,40,0,0,0,0,0,35,31,0,22,0,33,0,0,0,274,1135022,0.000241405,0.024140501,4.02
,f87fac0587d674e089d69d4ad4e9d0cf,8,24,30,0,18,20,24,42,15,17,0,15,21,0,16,27,36,38,19,11,14,7,28,20,450,1135022,0.000396468,0.039646809,4.04
,f8b8173289056f3442317b4669562a60,35,36,71,0,53,50,41,86,72,0,0,0,0,29,45,63,53,40,31,51,45,0,31,0,832,1135022,0.000733025,0.073302544,4.07
,f8daf1de103cc7a544885bf81a623174,29,58,0,0,0,18,51,0,0,0,0,10,0,32,0,0,15,47,27,0,11,164,21,63,546,1135022,0.000481048,0.048104794,4.05
,f969cc698abaea143a020339bd041f36,0,24,0,19,0,23,0,0,29,17,0,16,0,0,0,25,10,0,4,0,0,0,0,12,179,1135022,0.000157706,0.015770619,4.02
,f994864d94b731cd82d045771e370631,15,25,36,0,37,49,28,24,78,0,0,16,26,19,22,17,0,0,0,0,0,0,28,0,420,1135022,0.000370037,0.037003688,4.04
,fa75f975431f52b784f14e4dea3c9054,0,21,20,0,0,26,16,0,22,0,0,19,21,15,18,0,0,0,0,24,6,0,11,0,219,1135022,0.000192948,0.01929478,4.02
,fb817cbb755566c123ccf837399dd066,27,51,44,13,48,44,42,31,40,30,21,33,43,20,37,0,40,37,31,32,38,36,49,19,806,1135022,0.000710118,0.071011839,4.07
,fb877d5fc2c9ec4bd9d9a163fa05486e,0,0,0,0,60,59,0,65,0,0,0,0,0,28,0,109,0,54,0,67,30,0,34,29,535,1135022,0.000471357,0.04713565,4.05
,fc01a3f66447a11e31ad53e00561f580,160,62,203,27,258,225,145,271,271,65,0,146,193,120,188,77,194,84,153,207,154,66,28,26,3323,1135022,0.002927697,0.292769656,4.29
,fc98f93e3893491d8960bbed9247b40c,0,21,35,0,0,38,12,23,32,13,19,0,22,0,25,30,21,0,10,42,24,0,0,0,367,1135022,0.000323342,0.032334175,4.03
,fd27ad015ce336037a046a81ff31136a,18,52,18,22,50,168,79,228,92,17,19,0,31,47,61,60,196,68,47,0,86,0,0,47,1406,1135022,0.001238743,0.123874251,4.12
,fdb5cea9da6632a6eca6c002cd6397e4,19,0,0,0,34,0,47,0,0,25,17,21,18,23,0,39,23,25,0,0,55,0,22,0,368,1135022,0.000324223,0.032422279,4.03
,fdc4629d355c8fd052871118064c068c,0,65,57,0,47,24,31,0,23,23,45,113,0,51,0,0,28,76,52,18,54,69,60,71,907,1135022,0.000799103,0.079910345,4.08
,fdf4f97d8f390bd3a66f47bcdbc12d8b,0,27,61,0,12,87,0,132,44,0,0,0,55,17,20,19,40,0,45,27,0,0,0,0,586,1135022,0.00051629,0.051628955,4.05
,fe0b1a443bda52db939f9ba64402a236,106,140,174,0,159,193,193,123,121,112,58,117,252,167,168,85,0,0,0,0,151,97,168,166,2750,1135022,0.002422861,0.242286053,4.24
,fe30cd3d3b6fc823fa7ddd393e10a4d7,22,25,28,0,0,25,29,0,48,0,0,16,47,0,0,22,0,0,0,0,21,33,0,32,348,1135022,0.000306602,0.030660199,4.03
,fe8db3671084850358ab6b8b52ad6f71,362,199,208,43,431,317,195,272,242,187,39,216,311,154,202,184,156,130,79,105,177,215,313,330,5067,1135022,0.004464231,0.446423065,4.45
,fec897381d27796e074c6c9b05a1de93,0,0,0,15,40,0,24,0,0,32,0,0,0,0,32,58,34,28,0,0,67,0,0,23,353,1135022,0.000311007,0.031100719,4.03
,ff455197e5f668acf0c4aaee9bd0812f,267,484,296,24,503,468,513,512,472,336,45,245,468,217,269,549,518,451,486,462,370,157,366,360,8838,1135022,0.007786633,0.778663321,4.78
,ff9c3182a8e40e17ac9353c339dcbfc0,0,97,41,0,0,142,0,101,89,10,0,30,0,87,0,0,0,0,0,0,0,39,53,76,765,1135022,0.000673996,0.067399575,4.07
,ffa31a3700f9548aa83f7acaa113d1e8,70,74,109,0,122,171,61,198,122,25,0,73,58,55,74,0,122,32,46,99,95,0,0,0,1606,1135022,0.001414951,0.141495055,4.14
,ffaf51332609e3c9dcc298fbf9c3c5db,0,36,0,0,0,0,19,0,44,0,0,70,0,51,39,37,0,36,26,0,0,65,73,60,556,1135022,0.000489858,0.048985835,4.05
,ffca0141e5304e25a280b2ab2df4d9ed,0,12,27,9,37,62,42,45,34,0,0,16,17,0,41,31,23,0,33,18,64,0,0,0,511,1135022,0.000450212,0.045021154,4.05
,fff06545d9062bf857e4ce4ebf59d76f,0,69,0,0,23,24,36,0,0,16,0,20,9,25,0,0,10,0,9,0,0,29,0,20,290,1135022,0.000255502,0.025550166,4.03
