XXX,Sample,FD1,FD19,FD2,FD20,FD21,FD22,FD23,FD24,FD25,FD26,FD27,FD28,FD29,FD3,FD30,FD37,FD38,FD39,FD4,FD40,FD41,FD42,FD5,FD6,Totalpersample,totalallsample,relabund,relabundtimes100,size
,c96adcfeae3792cace6f3d933a87fea0,69,159,72,18,88,16,52,19,66,97,37,66,68,42,16,69,42,30,26,89,36,29,33,66,1305,1131861,0.001152968,0.115296843,4.12
X,2cc455e2e9e3471d84049387c933e5ae,101,31,89,0,61,0,45,80,0,0,54,33,0,201,100,0,60,67,80,0,0,98,132,82,1314,1131861,0.00116092,0.116091994,4.12
X,3852523902b72b40a7621775d8aa9435,61,89,40,0,41,0,131,71,54,137,0,62,44,0,29,172,50,14,0,149,123,13,0,43,1323,1131861,0.001168871,0.116887144,4.12
X,72dc981aafcca2d9940db8b121163524,73,81,65,40,68,63,62,33,63,32,48,50,76,54,89,52,67,0,79,53,60,0,63,66,1337,1131861,0.00118124,0.118124045,4.12
X,38c4d4d8a675313ae6639259f00ff97c,109,15,15,31,55,61,20,93,32,38,0,23,40,71,51,59,86,147,45,76,78,87,51,60,1343,1131861,0.001186541,0.118654146,4.12
,c7f3063ac201bf86f753a0133f5bc8af,84,114,87,56,68,63,49,0,102,0,98,71,79,103,46,0,52,0,70,0,0,0,111,99,1352,1131861,0.001194493,0.119449296,4.12
,a5f66d45d3b07965295c5e479f8e2570,88,87,100,51,70,39,0,82,43,0,0,52,105,77,168,67,60,0,65,76,0,0,58,72,1360,1131861,0.001201561,0.120156097,4.12
,cd81cf2e9cf49ed204a338825c537fb3,0,39,46,0,0,78,112,75,74,123,31,76,0,69,35,87,59,0,72,148,72,0,104,67,1367,1131861,0.001207745,0.120774547,4.12
X,604e2b20bf3bb89d005094a212767a8c,98,0,69,0,83,51,0,0,0,0,49,52,0,131,62,89,72,82,127,0,55,83,198,83,1384,1131861,0.001222765,0.122276499,4.12
,ea5f95ad27cb6ef3e4b270f4e10bcd40,36,33,34,0,31,30,63,108,46,34,37,56,66,46,89,61,35,141,111,78,68,77,43,70,1393,1131861,0.001230716,0.123071649,4.12
X,6353e8e4d6f3a1c8050935f433252dec,0,0,0,24,48,41,43,112,27,21,0,0,0,133,115,59,59,116,171,40,0,99,168,119,1395,1131861,0.001232483,0.123248349,4.12
X,2393ace9b1cc38db9d01fbe354f1a381,0,31,14,52,34,66,22,82,18,14,0,140,0,83,66,209,48,173,57,77,35,152,0,36,1409,1131861,0.001244853,0.12448525,4.12
X,467b1e4e70e3189aa1c29dd5d1426ec4,33,102,215,26,111,27,33,91,29,30,29,0,0,164,62,0,44,27,107,38,29,22,105,92,1416,1131861,0.001251037,0.125103701,4.13
X,1c02701bb0bdd59b7831f1c12945e458,43,55,27,12,63,47,30,19,38,70,24,34,0,54,38,111,53,77,9,199,168,87,55,112,1425,1131861,0.001258989,0.125898852,4.13
,d7afea49f4db0874e17c76039e523806,140,77,129,51,72,0,35,45,99,105,63,43,0,105,37,103,0,22,55,25,0,41,107,80,1434,1131861,0.00126694,0.126694002,4.13
X,5fccfd623e685ed174c4cf98730cada5,69,74,25,66,51,74,47,83,57,52,59,32,0,107,96,53,38,46,80,72,53,97,74,46,1451,1131861,0.00128196,0.128195953,4.13
,fdc4629d355c8fd052871118064c068c,39,32,25,19,56,39,68,59,31,36,119,85,0,85,111,111,0,60,21,125,97,79,55,100,1452,1131861,0.001282843,0.128284303,4.13
,ca3535139d924cfca88ceba216fdee8e,44,9,88,14,218,25,74,102,0,0,162,28,0,417,41,0,27,29,0,0,0,40,125,14,1457,1131861,0.001287261,0.128726054,4.13
,dc8ee626ae285484ad61520ccef7a932,27,586,0,19,61,0,54,48,58,217,110,88,0,13,0,30,0,17,0,134,0,0,0,0,1462,1131861,0.001291678,0.129167804,4.13
,db0b3237ea87eb0333ac4df1c5e98c83,112,81,268,0,39,0,58,49,30,40,95,60,90,122,59,32,56,30,61,31,0,0,127,23,1463,1131861,0.001292562,0.129256154,4.13
X,5a7c85d39e6fe84bdaa0bdfb9c3e22d9,49,56,37,24,41,17,67,205,14,24,31,39,0,69,146,41,44,106,47,11,83,189,61,80,1481,1131861,0.001308465,0.130846456,4.13
,a1fa3a592da596cfd723d113579fc05f,71,62,96,118,50,49,103,83,37,70,16,171,27,93,32,0,60,0,53,69,63,33,126,0,1482,1131861,0.001309348,0.130934806,4.13
X,817c612f28169a4e2386b13f2b8f3305,56,131,96,32,87,32,39,87,79,72,50,34,0,105,84,22,58,51,56,41,20,35,93,131,1491,1131861,0.0013173,0.131729956,4.13
,c0ec01007e791d30819aa844d64ad2ae,24,16,68,9,37,20,148,91,29,0,58,11,0,254,39,31,40,120,108,23,0,51,276,57,1510,1131861,0.001334086,0.133408608,4.13
,e0b415a48430a58a81375b935360ff91,64,58,86,15,88,16,0,56,69,130,85,54,0,136,49,0,56,46,106,204,0,0,168,33,1519,1131861,0.001342038,0.134203758,4.13
,a1087281564dff44783f3b0247bb3dfa,151,91,97,84,67,47,130,34,61,76,0,52,0,76,37,33,42,0,31,119,93,46,157,25,1549,1131861,0.001368543,0.13685426,4.14
X,7cbdfe9053b27e5811adf2156d63e127,55,0,84,31,70,31,79,69,44,54,66,0,94,118,47,71,83,123,51,117,48,53,76,88,1552,1131861,0.001371193,0.137119311,4.14
,c4fb65ed3eb4a6360f13ff7ec5af1cb2,113,98,91,30,119,71,65,51,63,12,43,79,100,40,73,81,72,52,52,52,67,0,78,79,1581,1131861,0.001396815,0.139681463,4.14
,d189d41c4186447b57a13b5e5b639bc5,99,184,59,0,131,0,160,34,59,113,0,86,82,0,15,199,61,33,18,167,85,0,0,0,1585,1131861,0.001400349,0.140034863,4.14
,c9de210c5a513e7749d7e67ce403d19a,18,26,19,54,109,77,70,86,28,54,11,21,0,71,45,47,161,154,50,88,104,112,124,64,1593,1131861,0.001407417,0.140741664,4.14
X,68f21ace326fd6c1293286eaf7184417,227,69,73,0,68,0,52,131,111,73,61,63,70,84,62,79,21,21,44,72,43,20,127,37,1608,1131861,0.001420669,0.142066915,4.14
X,502fec88bf56ea7030b364c25e281df8,67,49,66,19,118,44,119,38,128,47,132,58,22,157,143,13,28,24,92,47,0,3,0,230,1644,1131861,0.001452475,0.145247517,4.15
,c42b1bcc145935d27c6c3eca92961ee2,39,95,59,75,78,55,55,125,56,122,53,54,0,67,0,88,79,110,68,68,100,90,43,81,1660,1131861,0.001466611,0.146661118,4.15
X,7c6a64214d1fa88361e42be5789fc416,47,126,26,33,81,21,145,32,46,152,33,72,27,27,77,222,63,46,24,206,27,23,14,102,1672,1131861,0.001477213,0.147721319,4.15
X,4001ebba692619127ba73cb0e0893060,23,112,193,20,86,88,42,50,45,59,120,79,112,62,120,46,50,43,72,61,0,59,40,101,1683,1131861,0.001486932,0.14869317,4.15
X,856c2f52e9359dd3b4ee1dbe2819ccf6,0,128,103,62,104,96,72,69,59,72,46,89,30,63,90,56,80,63,59,34,71,61,69,118,1694,1131861,0.00149665,0.149665021,4.15
X,2ce0cbbc8aa5cd85a0f34afc594f7567,85,56,54,37,91,64,103,119,29,35,48,45,35,140,119,74,80,52,85,36,76,110,74,52,1699,1131861,0.001501068,0.150106771,4.15
,e1fa9e4729a2fa973c8923fb8f27580c,245,130,84,93,88,101,0,146,81,135,100,98,0,101,0,0,0,0,163,0,53,0,105,0,1723,1131861,0.001522272,0.152227173,4.15
,a925dcf6cc3e777d9888aeb184a6c6ee,52,123,193,0,56,39,37,37,18,482,81,0,0,25,34,32,64,67,81,167,0,0,77,92,1757,1131861,0.001552311,0.155231075,4.16
X,9d15e89e6dfc7469f1218986d3294148,124,0,18,33,114,40,0,250,0,0,0,0,34,191,67,121,71,0,140,31,33,203,154,156,1780,1131861,0.001572631,0.157263127,4.16
X,4821dee57a629564493ff191d3cbf9b4,31,25,26,33,108,62,95,149,0,0,0,39,0,51,91,130,159,106,70,0,213,276,64,69,1797,1131861,0.001587651,0.158765078,4.16
,bd5b50733d50f1225b08b468f38eec67,30,66,52,36,100,25,32,206,0,0,65,78,0,107,85,103,117,127,123,0,63,137,124,136,1812,1131861,0.001600903,0.160090329,4.16
,cdcf50243a5184d9344a5e7a2ed79471,101,128,59,35,102,62,138,0,89,89,51,73,55,64,65,233,80,34,44,53,81,0,102,80,1818,1131861,0.001606204,0.16062043,4.16
X,3046627c356a24ce50a771cb00466245,72,84,0,33,0,57,121,117,56,111,62,86,0,70,90,137,158,169,82,0,183,87,0,45,1820,1131861,0.001607971,0.16079713,4.16
,c18cbcf9882dc05c7d7ca7d4e8112cf9,83,182,83,35,124,50,151,66,100,104,81,0,0,71,115,0,70,54,63,101,51,52,81,119,1836,1131861,0.001622107,0.162210731,4.16
X,1fcffe31a021e2c19708409c5cf6226b,21,70,113,0,115,26,116,149,76,87,11,75,57,85,73,85,157,83,41,114,103,59,130,17,1863,1131861,0.001645962,0.164596183,4.16
X,1a8287fda101bbdcd915a9ed4840c004,169,0,74,0,138,0,35,0,66,206,33,174,0,157,115,78,98,138,45,88,97,82,28,43,1864,1131861,0.001646845,0.164684533,4.16
,e320b05ff82a7b05b32a473ee84802c5,0,57,151,62,71,32,60,93,0,0,53,97,185,252,119,59,24,0,105,0,0,88,244,112,1864,1131861,0.001646845,0.164684533,4.16
X,893acb6d6f7290c6849d4c803a77f7ba,117,103,119,28,90,71,33,134,51,43,42,61,66,165,192,40,55,65,101,20,32,104,79,81,1892,1131861,0.001671583,0.167158335,4.17
X,6335726bf151d2c937052be99d617534,86,43,58,10,75,147,131,0,67,93,0,0,0,53,60,168,90,77,102,100,252,118,107,62,1899,1131861,0.001677768,0.167776785,4.17
,daa1104ebf9cf338cec85f6de68805f0,86,63,0,62,56,66,71,99,50,73,61,64,99,98,105,79,64,134,109,117,87,68,92,108,1911,1131861,0.00168837,0.168836986,4.17
X,17982332c1aed63dba32ad679a01e667,100,188,126,57,147,0,0,0,95,101,68,32,180,194,135,0,46,44,75,31,0,25,180,105,1929,1131861,0.001704273,0.170427287,4.17
,ea1a23d1df885298f244796abc1d1805,64,23,0,30,81,63,95,206,59,42,52,66,68,135,48,142,105,196,123,79,0,141,97,18,1933,1131861,0.001707807,0.170780688,4.17
X,7d95d8417564fd29645c9844a7908af6,103,89,45,38,156,52,79,79,89,123,0,75,65,166,85,102,40,45,100,43,22,83,161,139,1979,1131861,0.001748448,0.174844791,4.17
X,63552328df300b1aa1ab40bf7b49911f,71,60,68,44,58,75,196,118,73,144,38,135,68,0,47,202,71,54,0,114,125,63,106,73,2003,1131861,0.001769652,0.176965193,4.18
,c34826585dd78407f20e083103851b81,245,192,95,54,0,0,68,33,143,0,0,0,50,149,216,122,0,45,68,52,108,0,281,82,2003,1131861,0.001769652,0.176965193,4.18
X,66d2b628187f8fa3b00f5c3628cc161d,43,136,115,0,95,52,100,62,102,185,52,108,114,98,71,67,39,50,52,80,116,54,91,124,2006,1131861,0.001772302,0.177230243,4.18
X,126725edba04f6e6ea7cd4fab67c9ecb,110,171,131,39,147,43,186,69,125,138,43,81,122,60,37,49,84,21,30,122,65,30,84,37,2024,1131861,0.001788205,0.178820544,4.18
X,2679b78111c7f345ce9f9de5fe81f244,79,99,173,0,58,0,110,48,186,232,109,49,0,236,44,74,28,27,90,118,0,35,214,62,2071,1131861,0.00182973,0.182972998,4.18
X,21b726d9e46d31c3340e0ded2ce93cda,50,61,0,0,123,82,153,122,70,0,27,91,25,0,83,96,125,189,56,157,250,183,51,103,2097,1131861,0.001852701,0.185270099,4.19
X,32f6a823e61daf1b06a32cb8824a4325,95,151,115,33,66,41,53,83,112,109,85,89,95,111,167,70,98,84,88,71,41,48,107,187,2199,1131861,0.001942818,0.194281807,4.19
,f27e87e66cc341bb2dbf1a166ffb9ef8,70,76,61,47,159,58,139,211,65,65,70,90,46,62,70,128,67,171,78,82,122,81,120,70,2208,1131861,0.00195077,0.195076957,4.20
X,6aa8c3772f804fd78ad94be19a04da63,158,148,0,120,30,28,117,75,103,376,112,0,0,58,113,202,25,28,45,121,0,85,91,190,2225,1131861,0.001965789,0.196578909,4.20
,b6f17b4c02a8e93d92fcdbd3f436a567,102,94,170,29,94,50,121,28,137,85,36,139,0,62,82,73,83,90,106,155,218,88,82,113,2237,1131861,0.001976391,0.197639109,4.20
,c22fca4bf161aec670f108d97d721ff7,99,76,102,0,135,57,123,101,86,0,0,97,60,44,184,264,163,135,33,93,128,118,49,94,2241,1131861,0.001979925,0.19799251,4.20
X,7f8879f54cceba4878e0666428f37d0a,94,107,63,46,129,67,141,146,89,92,154,0,81,84,88,129,71,88,107,143,62,90,76,98,2245,1131861,0.001983459,0.19834591,4.20
,c63a29416a7eabd7ff67a49489118771,0,0,0,40,81,68,46,294,0,0,37,71,42,95,148,162,131,224,89,104,184,250,102,86,2254,1131861,0.001991411,0.199141061,4.20
X,73cc351d044ed1f086350eb35945b662,115,157,86,66,139,118,101,101,38,46,52,104,63,156,117,78,177,68,127,128,88,0,110,35,2270,1131861,0.002005547,0.200554662,4.20
,e066e75e444f1e0434c62c2714e2ed24,61,57,31,62,140,110,92,144,25,28,45,41,79,95,105,74,133,151,94,134,192,182,113,107,2295,1131861,0.002027634,0.202763414,4.20
X,56a4624e6a9dddf7d20682e53b2a49c1,211,81,195,0,112,30,66,71,88,172,72,51,119,129,116,46,176,101,97,18,55,83,114,105,2308,1131861,0.00203912,0.203911964,4.20
,d818a65e830b1281025ea48dc96e89c9,102,130,108,109,147,151,63,0,82,125,51,73,128,228,87,0,107,0,75,131,117,39,199,114,2366,1131861,0.002090363,0.209036269,4.21
X,7921fceb720af59c47c28c493d8d91a7,204,101,165,37,155,49,77,62,48,89,179,81,30,372,48,27,33,33,153,39,0,57,244,155,2438,1131861,0.002153975,0.215397474,4.22
X,979d36c2bd41f74ccf53e33c5bfe05bb,170,122,125,0,170,136,70,0,137,86,57,105,43,123,68,0,175,151,130,157,91,86,95,170,2467,1131861,0.002179596,0.217959626,4.22
X,722ca2f7dd4cfcfd70770de0b04e21bf,164,88,81,44,77,111,155,67,124,147,129,70,144,134,89,172,86,97,0,117,87,104,105,82,2474,1131861,0.002185781,0.218578076,4.22
,f57b142c70813523e8a0bcd5e016479a,48,96,30,32,101,101,80,197,0,0,41,87,126,117,167,99,243,188,64,76,186,237,45,135,2496,1131861,0.002205218,0.220521778,4.22
X,2a071af67ec43b7126e8c362bec6e8ae,79,72,0,57,247,77,128,138,76,61,40,275,78,82,74,125,176,141,0,125,226,67,106,103,2553,1131861,0.002255577,0.225557732,4.23
,e0ad8dba7fc5782cd9c71b8f52d5cd72,126,254,116,22,51,64,63,30,62,171,31,45,60,189,137,29,200,129,101,164,197,29,211,111,2592,1131861,0.002290034,0.229003385,4.23
X,17cb6783b16db5a1c270c3a0c2462b3f,97,168,109,62,79,0,185,139,126,225,71,31,79,56,121,184,91,144,0,240,175,88,102,51,2623,1131861,0.002317422,0.231742237,4.23
X,891f4e188fadbc3661081d172cdc6b0d,92,39,79,25,137,39,45,263,0,0,38,0,95,316,123,199,162,171,272,0,85,240,95,125,2640,1131861,0.002332442,0.233244188,4.23
X,2573d88484d9b2979456e4a5accbabc6,215,107,227,41,55,87,99,128,131,103,69,67,109,140,100,89,198,103,151,96,71,81,101,80,2648,1131861,0.00233951,0.233950989,4.23
X,83614ef7222308b36bf7151a842fdfa2,322,159,82,0,0,0,0,0,72,68,105,147,0,117,238,0,283,133,111,0,252,166,448,50,2753,1131861,0.002432277,0.243227746,4.24
X,13ad238ff80cde86ce862692d31236d7,93,58,142,81,152,158,90,91,68,204,0,282,68,61,81,148,230,121,88,143,261,35,106,87,2848,1131861,0.00251621,0.251621003,4.25
X,5461cbec86382de4f99ac81bfd6293cb,49,42,53,8,180,89,289,362,24,52,27,50,0,99,81,181,220,147,128,116,174,217,142,126,2856,1131861,0.002523278,0.252327804,4.25
,a1a7dde83a081698cb384f31a3387577,85,138,73,94,152,124,99,183,67,76,68,76,79,195,165,150,146,109,147,85,120,223,94,126,2874,1131861,0.002539181,0.253918105,4.25
,c156fd0f1861c5cbd451a01529215a91,61,47,52,66,82,77,75,166,60,83,100,98,0,114,225,206,118,281,159,191,100,227,135,182,2905,1131861,0.00256657,0.256656957,4.26
X,2cee54b259de60b087645d239bb06f80,143,168,171,67,181,64,211,135,57,102,57,82,90,149,116,130,170,77,92,142,200,124,73,136,2937,1131861,0.002594842,0.259484159,4.26
X,42ebf1fbb8dc9c2a59a522951af7c89c,462,182,148,79,110,108,137,24,136,86,171,159,36,344,131,34,24,33,109,37,38,92,296,126,3102,1131861,0.002740619,0.274061921,4.27
X,2e3ab9895c5da9a01ab4b5a6e18655f6,156,55,187,34,109,66,132,380,0,30,97,72,104,323,191,68,131,51,236,44,92,181,211,167,3117,1131861,0.002753872,0.275387172,4.28
,cb80be4ac2def4c41b4338fe839038be,74,132,96,104,219,121,144,43,143,165,75,121,0,163,97,137,218,133,0,195,306,214,159,161,3220,1131861,0.002844872,0.284487229,4.28
,fe0b1a443bda52db939f9ba64402a236,229,242,211,66,201,127,122,196,133,129,0,146,0,85,0,113,232,170,177,159,123,0,267,120,3248,1131861,0.00286961,0.286961031,4.29
X,78faab4772ab5a607f822f8e7bfbc0e6,424,190,478,72,273,119,131,173,166,0,381,89,0,157,69,51,0,99,74,25,29,81,183,54,3318,1131861,0.002931455,0.293145536,4.29
X,392d199c17fd63f7a79eea2cdbfe87f0,82,185,38,29,135,92,98,199,68,74,49,142,80,200,238,230,134,259,180,220,111,256,112,126,3337,1131861,0.002948242,0.294824188,4.29
X,735e187360fdf25275eaef881190740e,171,206,189,49,176,70,168,92,90,239,30,60,153,221,112,183,105,103,117,222,186,74,261,97,3374,1131861,0.002980931,0.29809314,4.30
,f6738b97269e89bede428b189e91da4f,174,193,153,94,171,140,113,129,113,97,117,106,185,130,206,94,186,145,165,121,50,132,165,208,3387,1131861,0.002992417,0.299241691,4.30
,e815840fdd9a6038d67c6878dbb3af8e,118,175,100,48,266,179,133,278,70,95,31,108,104,123,134,127,236,174,99,127,261,206,116,124,3432,1131861,0.003032174,0.303217445,4.30
X,612b65b15d2a64e55bef0a6f28a0f7d0,331,200,163,71,143,105,89,187,68,66,112,104,0,298,179,45,205,155,192,63,108,170,166,254,3474,1131861,0.003069281,0.306928148,4.31
X,58ab4d14465fb08d1359d21641b18776,90,105,100,54,282,188,325,244,127,85,130,271,0,28,142,201,239,78,82,271,132,177,72,75,3498,1131861,0.003090485,0.309048549,4.31
X,27d5787da5e6434481488cc86719e896,123,468,75,99,169,94,175,223,159,265,152,190,92,34,122,203,164,85,105,143,173,121,125,112,3671,1131861,0.003243331,0.324333112,4.32
X,6ddb6ca13d5e22fb7808595926eceaec,180,280,218,51,172,85,297,104,88,318,62,117,106,117,84,366,98,41,113,194,138,43,211,192,3675,1131861,0.003246865,0.324686512,4.32
X,0549640f80afc02d3f5453c94f60a627,69,272,27,81,217,168,190,135,55,93,119,133,29,75,128,97,338,289,60,294,353,362,94,69,3747,1131861,0.003310477,0.331047717,4.33
X,6cf596d9f7f35025f21ec140b96aa9a6,243,185,101,43,283,0,87,159,237,154,159,122,251,144,159,371,116,129,95,284,153,164,34,102,3775,1131861,0.003335215,0.333521519,4.33
X,064b6ec110a2276ebc79fa679460bb9c,232,146,179,69,87,110,162,161,209,126,176,189,150,263,243,128,197,121,190,144,72,91,206,202,3853,1131861,0.003404128,0.340412825,4.34
,b40dca02f07ecf1c0f53760f0153a059,226,243,340,121,241,69,167,66,223,216,100,200,266,333,117,90,63,77,109,142,0,80,250,218,3957,1131861,0.003496012,0.349601232,4.35
X,58540ccde4dec965024c3ea4439cbb6b,115,183,66,76,136,136,239,211,91,145,75,138,97,195,283,227,243,185,163,195,141,291,105,273,4009,1131861,0.003541954,0.354195436,4.35
X,15013e76cab8983167cea844a3cd9c81,381,230,192,120,165,132,128,143,181,186,167,143,188,269,164,57,135,96,237,102,64,60,296,262,4098,1131861,0.003620586,0.362058592,4.36
,a6841fd6c341bedd8a401cd08bb2763d,250,238,418,110,186,157,166,110,153,116,161,118,139,453,133,60,129,69,132,119,59,106,400,128,4110,1131861,0.003631188,0.363118793,4.36
X,45a9db0e9b18fda14379dfa2554ff370,237,276,118,136,123,227,456,0,68,269,157,198,217,265,156,125,55,113,187,388,99,177,123,113,4283,1131861,0.003784034,0.378403355,4.38
X,6c1ed4312d03470a8323002ba1553e32,241,284,310,34,171,100,181,277,199,226,116,185,173,180,134,256,234,138,95,183,147,165,153,104,4286,1131861,0.003786684,0.378668405,4.38
X,75cac7ae6fbcbb7817a14f6772f94924,370,213,361,72,185,43,203,266,270,171,183,222,30,247,196,173,198,95,187,127,78,122,185,138,4335,1131861,0.003829976,0.382997559,4.38
X,9e04003825b786bb57df86bd48e6b9f8,194,213,217,125,227,271,79,185,63,60,119,149,80,171,201,238,254,168,222,75,232,385,182,277,4387,1131861,0.003875918,0.387591763,4.39
,aaeaf48251cb111740428f41dd173118,161,344,114,124,238,183,203,137,148,212,112,181,260,132,145,223,226,150,148,264,157,178,181,186,4407,1131861,0.003893588,0.389358764,4.39
,cc40b03f4e9d74ac9bc80407a1c35c0e,0,112,0,127,247,211,210,465,0,133,135,175,0,70,319,357,295,352,132,149,230,401,88,241,4449,1131861,0.003930695,0.393069467,4.39
,e1a8cf35b1f52422e75b3ca6ea77c567,176,213,389,44,311,57,129,134,235,187,241,223,77,212,215,160,236,171,117,244,120,84,266,273,4514,1131861,0.003988122,0.398812222,4.40
X,48e665141691a28bc90fb9f37cbc09c2,249,129,229,68,112,115,123,543,87,105,159,124,122,387,311,113,153,202,234,132,133,190,286,235,4541,1131861,0.004011977,0.401197674,4.40
,d564a3f8e76f94f7a767be2d841b1aa1,175,277,216,135,231,159,225,272,189,200,178,64,0,361,337,283,220,165,193,271,180,211,149,184,4875,1131861,0.004307066,0.430706597,4.43
,aa1a95bff808c63959ec26ff3dcf8dd9,600,330,232,156,165,146,151,427,239,112,263,298,273,335,188,28,152,76,190,0,48,96,242,269,5016,1131861,0.00443164,0.443163957,4.44
,ff455197e5f668acf0c4aaee9bd0812f,222,209,218,103,152,305,152,397,83,176,102,178,156,313,181,123,409,231,160,238,254,206,308,228,5104,1131861,0.004509388,0.450938764,4.45
X,1975f0f2b6531e29f1c84e99f1b51ef8,51,269,97,96,402,315,369,230,136,85,106,187,82,111,151,326,259,207,191,229,562,192,272,204,5129,1131861,0.004531475,0.453147515,4.45
X,845be08d6ae6d3073a24d790fab9962a,184,105,346,54,133,80,309,267,117,22,135,109,212,573,136,291,172,151,329,196,98,262,659,213,5153,1131861,0.004552679,0.455267917,4.46
,fe8db3671084850358ab6b8b52ad6f71,246,224,242,100,264,135,309,380,146,257,131,220,155,98,218,225,251,246,137,358,243,250,187,168,5190,1131861,0.004585369,0.45853687,4.46
,dd3d36fd596e048a228a8837fc847f49,169,232,252,90,263,143,159,146,120,223,111,103,185,445,245,195,319,310,370,310,112,278,361,150,5291,1131861,0.004674602,0.467460227,4.47
,e4ee05bbf4ea42bb7404e560a5998628,85,80,42,99,348,238,435,247,155,148,93,201,100,117,133,349,552,369,111,471,496,441,112,151,5573,1131861,0.004923749,0.492374947,4.49
,aa6884ce838770d70b18e5e242babbda,318,224,80,177,293,256,440,190,200,159,348,262,210,415,47,386,179,305,275,291,193,207,372,186,6013,1131861,0.00531249,0.531248978,4.53
X,43c9e86409734b832125a67753d9b6ab,421,338,489,193,263,87,286,282,290,288,78,330,201,211,98,216,331,255,161,122,315,190,358,250,6053,1131861,0.00534783,0.534782981,4.53
,e9b2e722f3407d73e6e0e1a8c2ea14d7,586,575,207,71,305,86,243,163,441,491,219,213,87,386,211,187,152,145,241,262,81,240,289,249,6130,1131861,0.005415859,0.541585937,4.54
X,62970cdab801fc6571c0935006126aaf,257,339,314,224,243,182,361,443,162,278,138,354,0,503,277,282,240,148,470,229,155,99,607,308,6613,1131861,0.00584259,0.584259021,4.58
X,6e105f3f79341d4c6ac024b928786898,244,550,194,86,447,226,428,194,198,441,161,343,245,251,285,447,334,198,165,336,351,388,242,299,7053,1131861,0.006231331,0.623133053,4.62
X,9e68814ff5c7be0da458d282eb1bdb90,547,511,418,191,326,255,319,186,276,454,200,296,387,372,227,213,292,132,306,372,110,67,354,299,7110,1131861,0.00628169,0.628169007,4.63
X,5753e2e978be831e0069b6a3a76862c8,233,442,186,55,234,124,458,316,384,462,351,362,330,151,458,542,252,196,183,522,332,201,141,210,7125,1131861,0.006294943,0.629494258,4.63
X,2ac28c9b07b5c15b9e07ea8ff280d7d8,289,591,368,59,295,82,334,246,284,527,151,279,347,212,198,348,299,409,265,548,188,225,258,334,7136,1131861,0.006304661,0.630466108,4.63
X,787c7e53503496792dbcfa585c388b9b,615,384,427,230,412,379,155,250,186,74,245,252,258,388,349,178,386,247,287,253,138,413,344,322,7172,1131861,0.006336467,0.633646711,4.63
X,284c506d6a39ac0fd6464da973bcd0c0,307,425,595,104,320,213,169,427,151,190,166,115,0,767,379,138,248,187,431,141,168,218,679,670,7208,1131861,0.006368273,0.636827314,4.64
X,69f38f9e79867a0a88b172de2543b59d,411,366,254,164,322,310,357,343,157,262,276,300,324,267,316,314,404,395,271,350,229,507,356,239,7494,1131861,0.006620954,0.662095434,4.66
,ceb36da1a26eecc6429aa5cefb368a09,359,351,304,96,263,208,337,391,338,257,258,308,168,584,437,502,263,505,466,334,198,433,539,405,8304,1131861,0.00733659,0.733658992,4.73
X,815441e55a0ea6cec04bc18f890a100d,309,585,488,102,591,365,399,513,236,391,222,193,229,525,284,358,659,411,338,423,280,404,394,355,9054,1131861,0.007999215,0.799921545,4.80
,d8bdbb4d88ad5b3fe2106357539a53db,523,663,562,218,401,511,664,336,396,538,149,457,341,329,273,212,425,203,249,439,425,208,441,307,9270,1131861,0.008190052,0.819005161,4.82
X,45d4963bdf8ca919a6dc6bd7d3e1696c,683,613,604,63,427,127,344,283,391,510,317,354,348,613,269,407,423,236,401,444,202,227,732,350,9368,1131861,0.008276635,0.827663468,4.83
X,4351d2689ebb61f85de63d886ea4c309,763,402,516,145,284,157,170,333,469,321,379,344,443,672,533,228,282,316,482,372,170,481,597,525,9384,1131861,0.008290771,0.829077069,4.83
,c7d515854b42f436b0a5127fb010e8c0,548,383,422,260,916,566,566,369,177,100,336,490,122,270,336,367,620,471,156,445,265,550,359,299,9393,1131861,0.008298722,0.829872219,4.83
X,7379cb1eb04cbde0c10f7375d914e6bc,249,562,124,235,582,330,842,291,228,310,278,481,305,213,268,607,836,388,102,648,561,854,249,156,9699,1131861,0.008569073,0.856907341,4.86
X,3b38999bdbf762d48005d1e4f7a5de40,761,773,878,476,457,341,422,225,468,559,269,350,0,846,254,256,227,133,458,310,446,254,1001,556,10720,1131861,0.009471128,0.947112764,4.95
,d3843642fb3c77ed98e31a35fa918c92,416,732,567,281,686,330,409,489,529,884,321,460,122,414,503,256,413,361,404,510,286,315,585,591,10864,1131861,0.009598352,0.959835174,4.96
X,093dbcff1372d79fd828467dbbd5d9a7,319,266,344,241,716,397,594,785,217,196,430,423,349,458,498,427,774,902,429,661,462,853,263,480,11484,1131861,0.010146122,1.014612218,5.01
,c45e5200945481c371932d3c578789c3,429,497,348,276,417,225,511,609,252,284,313,383,83,912,561,624,696,672,425,466,368,757,928,670,11706,1131861,0.010342259,1.034225934,5.03
X,25b2a501741d7ecb0c876cbe140fa840,469,722,501,383,857,519,486,417,377,673,302,658,189,406,476,446,689,525,352,802,682,589,314,379,12213,1131861,0.010790194,1.07901942,5.08
,d0855c29c251c2223fa348963b97b15c,797,819,578,166,303,123,645,491,651,730,412,548,457,886,400,403,515,439,474,637,339,437,851,408,12509,1131861,0.01105171,1.105171041,5.11
